amount,sender_balance,receiver_balance,transaction_hour,day_of_week,last_24h_tx_count,device_change_flag,country_change_flag,is_fraud
120.83,1712.21,697.78,19,1,1,0,0,0
70.11,988.18,1850.66,23,2,3,1,0,0
81.71,431.54,1527.01,9,5,6,1,1,1
0.91,542.66,2974.79,19,6,0,1,1,1
164.59,1187.73,2949.65,2,4,0,1,1,0
64.85,368.28,1905.07,18,3,2,0,0,0
18.17,1245.36,1328.61,4,4,2,1,0,1
88.42,1224.26,1473.42,2,5,6,1,0,1
16.53,1448.79,2047.44,7,4,3,0,1,0
103.08,1979.11,304.72,4,3,2,0,0,0
5.97,1831.36,985.06,11,2,3,0,1,1
60.82,1953.51,225.82,13,5,6,0,1,0
38.9,535.88,220.08,6,5,1,1,1,1
5.08,276.89,587.52,10,2,2,1,0,1
13.85,625.38,1455.76,7,2,1,1,1,1
0.62,1791.84,2354.32,4,3,7,1,0,0
31.63,1976.02,1456.49,7,6,3,0,1,0
17.92,1737.98,1006.43,11,1,1,1,1,1
45.61,274.55,247.06,14,6,1,0,0,0
17.64,1913.02,1650.89,18,0,3,1,1,1
17.83,870.31,813.81,15,1,1,0,0,0
67.97,96.5,1844.8,13,6,3,0,1,1
2.47,892.83,2931.56,6,1,1,0,0,0
116.6,218.28,333.94,7,4,5,0,1,0
95.62,1187.94,636.38,6,0,1,0,1,0
55.1,738.82,1419.28,17,2,3,0,1,1
44.97,997.11,2905.84,23,1,4,0,0,0
111.42,1341.63,2315.43,5,6,3,0,1,1
10.25,1749.16,2694.69,18,3,2,1,1,1
4.11,1331.29,1001.14,3,1,4,0,0,0
13.69,887.45,2976.12,22,2,2,1,0,1
79.13,1719.79,308.5,2,6,1,0,0,0
1.76,1813.87,158.92,16,1,2,1,0,0
43.71,292.03,2566.81,21,5,1,1,1,1
269.49,1338.04,2781.79,18,4,2,0,1,0
96.79,672.97,271.76,14,4,1,1,1,1
36.85,140.5,340.28,5,1,0,1,1,0
3.29,1343.7,99.52,11,4,3,1,1,1
89.0,1815.91,313.52,18,3,1,0,0,0
45.69,379.87,628.26,5,0,3,0,1,0
6.1,1632.8,2910.23,10,1,4,0,0,0
4.93,1713.19,2003.58,19,3,4,0,1,0
120.19,1949.73,2335.66,19,5,2,1,1,0
55.31,593.23,2328.42,9,3,2,1,0,0
88.39,1897.26,1605.22,15,3,1,1,0,0
105.59,753.71,2392.47,17,5,0,1,1,1
42.41,1151.56,1787.42,13,2,3,0,1,0
36.43,146.94,943.64,3,1,0,0,1,0
28.14,125.46,1683.33,11,1,2,0,0,1
19.06,1462.6,1600.53,19,1,4,0,1,1
28.51,923.03,2470.36,22,0,2,1,0,0
74.33,594.35,2945.18,20,3,3,1,0,1
46.06,434.98,1233.13,7,1,2,1,0,1
111.52,1454.73,2290.17,6,4,4,0,0,0
29.29,40.09,299.29,8,2,1,1,0,0
46.71,1660.43,2330.49,23,5,2,1,0,1
49.89,217.6,1114.25,16,5,1,1,0,1
44.79,435.85,118.17,9,0,0,1,1,0
60.64,839.25,1089.74,2,6,1,1,0,1
13.55,988.42,1831.93,20,5,2,1,0,0
35.91,752.35,357.75,7,2,4,0,1,0
5.5,653.72,2772.1,13,6,1,1,1,1
24.27,1952.46,233.02,6,3,3,0,0,0
33.44,1320.18,2790.02,15,5,0,0,1,0
52.81,109.44,2121.41,17,6,5,0,1,0
150.32,1016.37,989.14,10,6,1,1,0,0
45.9,1797.17,1172.25,5,5,6,1,1,1
68.05,677.95,2222.43,19,4,1,0,0,0
35.29,233.46,1804.41,20,3,2,1,1,1
50.27,1569.46,2014.93,13,1,0,1,0,1
3.68,1219.65,1167.49,20,2,2,1,1,1
14.68,1159.6,1463.44,12,5,1,0,0,0
22.46,139.08,2969.6,3,4,3,1,0,0
31.98,321.57,641.77,19,2,3,1,0,0
2.34,1251.21,1253.57,19,6,0,0,0,0
7.54,431.11,875.47,10,0,5,0,1,0
16.2,1029.3,2295.33,17,4,2,1,0,0
177.95,1272.26,2292.04,0,6,3,1,1,0
20.12,594.3,877.34,11,0,2,0,1,0
32.89,1930.26,244.17,17,5,0,0,0,1
10.91,1697.41,34.3,6,4,1,0,0,0
47.18,1494.7,1282.35,11,1,5,1,1,1
16.47,181.68,1231.01,0,6,0,1,1,1
11.6,232.8,2965.17,21,2,1,1,0,1
36.34,1026.97,1409.41,3,2,7,1,0,1
0.28,330.1,769.26,17,6,0,1,0,0
0.38,1957.13,2673.69,14,6,3,1,0,0
12.36,337.82,1473.2,2,3,3,0,1,0
1.87,981.93,1797.53,6,4,0,1,0,1
5.72,740.32,287.01,5,4,1,1,0,1
20.69,1303.07,1148.75,14,6,0,0,1,0
81.12,347.9,2832.67,14,0,2,0,0,0
42.44,908.77,1768.52,5,4,1,0,1,1
35.94,592.6,1033.51,7,2,3,0,0,0
17.37,1794.0,1877.0,7,4,0,0,0,0
134.23,225.0,2731.23,21,3,2,0,0,0
25.29,1853.61,821.97,0,3,2,0,1,0
4.56,1672.22,1515.35,12,6,1,0,0,0
47.99,650.16,2876.07,22,2,4,0,1,0
6.04,1586.73,517.19,23,2,1,1,0,0
21.17,93.28,2158.99,20,2,4,1,0,1
35.4,1969.46,1843.44,12,4,2,1,0,1
103.66,1161.58,2039.03,10,4,4,0,1,0
34.02,647.55,1053.66,3,1,1,1,0,1
60.58,792.12,941.64,6,5,3,0,0,0
246.8,388.95,2052.63,11,6,2,0,0,0
7.05,1985.86,646.63,12,5,2,0,1,0
16.06,104.25,1258.96,21,0,0,0,1,1
25.09,1338.36,564.52,11,4,0,1,0,0
27.39,918.43,24.91,15,1,3,1,1,0
26.47,1924.81,2910.17,5,1,1,0,1,0
119.09,618.63,1295.11,13,3,4,1,0,1
62.59,1131.44,2908.05,18,4,4,1,1,1
46.81,1016.7,420.97,15,1,5,0,1,1
18.51,1427.21,1762.1,3,3,1,1,1,0
86.8,232.14,602.92,4,0,2,1,1,1
155.12,550.76,2370.22,8,3,3,1,0,1
86.07,523.05,2351.11,23,0,1,0,1,0
0.08,1479.0,337.82,2,5,0,1,0,0
50.59,436.98,2736.19,21,5,7,1,0,0
2.62,1153.87,583.89,9,2,3,0,0,0
14.89,453.23,1838.93,16,2,4,1,0,0
3.07,1727.7,2956.9,18,6,2,1,1,1
46.29,1931.24,2647.19,9,3,3,0,1,0
58.01,1099.81,2869.69,11,6,0,0,0,0
6.08,717.17,1027.8,22,2,2,1,1,1
24.21,499.98,316.73,6,4,4,0,1,0
30.46,139.52,565.04,17,3,3,1,0,1
23.03,567.35,1501.48,18,1,2,0,0,0
6.45,1318.38,2379.69,14,4,2,0,0,0
27.15,1099.05,450.46,6,6,1,0,1,0
69.55,1958.19,1979.19,11,3,0,1,0,0
3.68,802.27,970.73,21,6,2,1,0,1
4.18,1394.97,1023.61,6,5,3,0,1,0
21.91,1005.66,1985.75,9,0,1,0,0,0
142.13,1172.16,1401.0,23,6,1,1,1,0
55.22,598.09,2436.1,21,2,2,0,1,0
56.76,972.11,467.76,19,2,1,0,0,0
22.46,969.32,2369.84,9,2,0,0,0,0
45.03,1461.25,192.71,22,3,1,1,0,1
0.51,1882.38,582.16,4,4,3,1,0,0
50.54,715.89,1968.45,17,0,2,0,1,0
122.26,216.24,2564.78,8,2,0,0,0,0
47.41,1045.04,758.04,15,4,1,1,0,0
103.45,1196.93,981.57,6,6,7,1,1,1
64.36,409.56,1611.36,9,1,0,0,0,0
6.42,1529.74,634.72,4,5,0,0,0,0
116.37,2086.38,2433.47,6,1,0,0,1,0
3.44,1895.53,2320.91,4,0,0,1,0,0
38.17,440.41,435.88,14,2,5,0,1,1
7.67,1759.64,1391.49,18,1,3,1,0,1
0.59,1412.53,2324.48,9,5,3,0,0,0
27.41,940.56,1011.99,7,4,2,0,1,0
17.48,1103.3,1899.32,23,4,3,0,1,1
33.28,1733.98,150.64,8,1,2,1,0,0
43.04,1008.51,1826.07,10,6,0,1,0,0
2.24,754.92,457.96,21,6,0,0,1,0
6.56,998.12,2491.75,1,2,1,0,0,0
40.89,1203.36,1066.35,2,5,3,0,0,0
21.02,407.28,844.66,12,0,3,1,0,0
65.31,1868.12,2522.67,10,2,1,0,0,0
52.82,1404.45,150.43,9,3,3,0,0,0
93.41,1363.62,1189.83,14,1,2,1,0,1
58.96,266.96,1110.01,5,3,3,1,1,0
28.1,1240.41,854.4,0,1,2,0,0,0
55.88,306.59,2735.26,13,0,2,1,0,1
16.11,182.72,2252.79,17,2,2,1,0,0
18.29,1077.64,191.77,23,5,2,1,0,0
77.79,889.33,2144.06,10,6,2,1,1,0
29.57,1211.3,1581.9,7,6,1,1,0,0
80.07,267.62,2702.6,21,2,1,1,0,0
86.42,954.08,938.84,2,1,0,1,0,0
97.44,455.27,1722.49,13,6,2,1,1,0
124.23,2098.56,1502.27,1,4,2,0,0,0
28.19,1154.88,1468.68,15,3,1,0,0,0
19.2,1397.2,1368.32,5,5,1,1,1,1
43.64,701.22,616.89,0,5,0,1,1,0
23.19,221.72,2267.13,13,6,2,0,1,0
45.95,1997.93,1354.01,9,2,1,0,1,0
61.14,640.8,2875.55,5,2,3,0,1,0
58.3,911.68,782.43,8,1,1,0,0,0
23.46,1326.69,2048.23,6,4,5,0,0,0
9.13,68.28,2822.15,1,3,3,1,0,0
28.15,1650.57,1990.37,10,4,1,1,1,0
7.69,1085.48,2613.82,13,5,3,0,1,0
110.41,674.06,2482.44,4,4,1,1,0,0
21.22,153.82,1080.35,8,6,4,0,1,0
8.39,341.76,1800.37,6,1,1,0,1,0
1.29,1792.41,468.78,13,4,1,1,1,0
51.9,1427.09,1606.58,15,3,7,1,0,1
50.65,557.95,691.27,21,5,1,1,1,1
20.82,161.37,2231.21,15,0,3,1,0,1
3.72,1388.04,1584.18,6,5,0,0,0,0
26.35,1175.44,1233.68,9,0,0,1,1,1
18.64,833.63,806.39,20,3,1,0,0,0
56.52,790.11,2996.1,5,5,0,1,1,1
46.54,488.0,215.13,16,5,2,1,1,1
22.67,1365.2,130.68,0,5,2,0,0,0
12.29,1953.92,651.77,1,5,2,0,1,1
221.29,580.96,2913.22,13,1,5,0,0,0
30.26,1228.52,2937.71,3,2,2,1,1,1
58.28,912.41,1964.78,8,5,1,0,0,0
7.57,906.48,2640.32,22,1,3,1,0,0
33.24,548.99,641.89,5,3,3,0,1,0
1.4,1653.42,2916.13,16,5,2,0,0,0
35.21,1010.87,428.35,20,4,2,1,0,0
166.24,1257.62,303.38,10,5,1,1,0,1
24.24,640.71,336.63,3,6,1,0,1,1
1.99,373.79,1719.38,20,5,2,0,0,0
1.57,182.53,2342.92,8,0,2,1,1,0
24.55,1455.65,1100.0,15,4,3,1,1,1
8.72,409.23,2933.69,2,5,5,0,0,0
1.18,1384.43,1303.26,3,5,2,0,1,1
70.57,857.42,451.35,23,5,0,1,1,1
30.67,868.06,1397.9,2,1,3,0,0,0
17.07,960.73,2037.11,12,3,2,0,1,1
115.17,856.91,2496.68,18,0,1,1,1,0
6.17,216.4,1376.3,20,5,2,0,1,0
156.09,782.26,1780.82,0,3,4,1,0,1
18.84,1349.67,802.03,22,0,0,1,1,0
109.64,1444.55,1937.75,22,0,0,0,0,0
46.18,625.77,2957.92,5,6,2,1,0,0
87.64,1013.24,147.16,21,0,4,1,0,1
206.8,601.76,2659.59,2,5,1,1,0,0
17.01,445.65,1686.85,2,1,4,0,1,1
162.38,218.24,756.3,15,5,5,0,0,0
24.67,1819.2,2864.67,9,5,4,0,1,0
24.35,453.66,1450.06,16,3,1,1,1,1
20.81,483.6,995.07,6,2,2,1,0,0
38.98,605.39,544.49,12,2,0,0,0,0
8.37,271.91,733.36,10,6,1,0,1,0
40.34,1322.47,2498.55,9,2,1,1,0,1
39.01,198.54,1843.23,6,3,1,0,0,0
71.75,348.81,2739.74,23,4,0,1,0,1
89.68,1382.75,695.91,5,6,4,0,1,1
29.03,714.95,363.42,23,3,2,0,1,1
18.0,1436.82,18.26,0,0,1,0,1,0
15.01,1134.29,1523.59,16,5,2,0,1,0
10.82,530.3,2994.92,11,4,2,1,0,0
2.97,1308.12,2084.9,3,0,0,0,1,0
20.96,262.34,925.18,2,6,2,1,1,0
15.75,1093.21,2630.58,5,5,3,1,1,0
169.69,1049.61,2345.17,15,5,1,0,1,0
40.79,583.86,46.25,12,6,1,1,1,0
21.33,1233.3,2450.58,8,0,3,1,0,1
43.43,1787.38,901.58,10,3,2,0,1,0
7.49,2005.31,449.02,19,2,3,0,0,0
29.35,1248.8,678.99,20,4,2,0,1,0
49.21,864.57,1405.74,12,6,3,0,1,1
33.56,491.72,1274.6,22,6,5,0,0,0
25.69,547.31,866.66,18,5,3,0,1,1
254.55,1218.67,516.65,2,1,2,1,0,1
106.14,847.02,2286.69,11,5,1,1,1,0
48.83,1877.32,2970.33,18,2,4,0,0,0
42.13,785.04,2333.37,7,5,0,1,1,0
48.47,801.62,887.81,13,1,3,1,0,1
11.24,784.47,734.43,21,6,2,1,1,1
25.14,1700.01,653.0,8,3,0,0,0,0
2.01,1307.08,410.09,23,5,4,0,1,0
32.27,1264.47,1653.99,16,4,1,0,1,0
39.16,714.1,1816.2,5,3,2,0,0,0
12.92,1650.55,2116.51,3,1,2,1,0,1
166.25,252.59,2040.64,3,0,3,0,0,0
120.1,1862.99,877.0,18,5,0,0,0,0
64.03,1094.4,990.93,11,6,3,0,1,0
38.11,840.63,2044.54,1,6,2,1,0,0
102.0,1101.36,1048.34,16,3,0,1,0,1
7.0,1345.16,637.87,14,5,1,1,1,0
78.15,113.55,1123.01,9,4,5,0,0,0
6.67,1751.06,816.25,2,5,1,0,0,0
79.05,978.06,264.94,19,3,3,1,0,1
16.13,708.63,2490.42,3,2,1,1,1,1
104.82,389.93,2559.33,21,3,3,1,0,0
144.16,1028.7,659.25,0,1,2,0,1,0
8.06,1005.74,194.32,0,3,2,0,1,0
31.06,844.32,2216.48,17,6,1,1,1,1
198.13,1558.66,634.59,3,4,2,1,1,0
33.03,880.61,1180.31,22,3,2,1,1,1
99.59,2022.81,192.41,21,3,2,0,1,1
44.43,1246.99,678.81,14,4,1,0,0,0
23.53,1640.41,2378.71,22,3,1,1,0,0
16.83,244.45,2413.19,20,6,0,1,0,0
11.36,811.97,621.25,21,4,2,0,1,1
71.73,752.06,1007.74,9,6,1,1,0,0
24.43,1167.7,402.72,16,6,2,0,1,0
35.8,1759.42,222.52,21,6,3,0,1,0
33.9,199.79,2976.52,11,1,4,1,0,0
43.05,197.47,1966.78,19,4,1,0,0,0
100.34,1802.47,1626.29,11,1,2,0,0,0
197.48,631.05,2296.5,15,1,2,0,0,0
26.18,1367.0,2520.23,4,4,2,0,0,0
87.87,1178.2,2420.14,15,3,0,0,1,0
72.31,1739.77,49.62,16,5,0,0,1,0
42.61,301.54,560.42,22,2,1,1,1,1
156.23,424.5,1964.72,14,5,2,0,0,0
11.19,1129.26,1127.28,12,6,4,0,1,1
5.79,1899.08,2947.45,7,4,4,0,0,0
96.19,932.04,1996.21,20,3,1,0,1,0
28.92,689.53,2869.65,1,1,2,0,0,0
93.86,1311.17,604.34,7,0,0,1,1,0
111.79,1973.38,2591.87,9,2,5,0,1,1
3.22,1678.71,964.06,6,5,2,0,1,0
107.48,2098.49,2968.69,9,3,2,1,1,1
29.74,84.65,473.07,3,6,2,0,0,0
35.71,270.3,1549.02,10,2,4,1,1,1
49.25,1272.09,2378.53,8,6,3,1,1,0
130.44,1773.39,1297.93,3,0,3,0,1,0
0.97,578.61,1404.25,2,0,3,1,1,0
32.39,518.42,2959.07,10,0,2,1,1,1
58.19,1634.27,1275.92,2,5,1,0,0,0
64.13,186.33,1812.22,17,6,0,0,1,0
58.97,804.04,163.62,18,4,1,1,1,0
7.22,1023.78,2526.63,13,2,3,1,1,1
17.79,1142.88,1944.5,23,4,1,0,0,0
22.21,1482.15,1212.06,10,6,0,0,1,0
81.59,797.73,48.51,23,0,8,0,0,0
16.34,1245.58,1775.01,1,3,1,0,1,0
11.83,1186.73,37.97,1,0,0,0,0,0
157.85,1257.61,3.61,1,4,4,1,0,1
0.45,1285.01,1848.3,9,0,0,1,0,0
306.44,832.74,567.05,22,6,3,1,0,1
56.48,234.93,575.66,14,0,1,1,0,1
88.15,335.5,1959.81,21,4,2,0,0,0
17.45,474.37,161.09,11,4,2,1,1,0
0.72,1006.11,940.22,10,6,2,1,1,0
66.95,1749.43,448.3,16,3,1,1,0,1
89.83,1495.4,1740.53,17,4,2,0,0,0
67.45,1647.64,1985.3,13,6,1,0,1,0
7.71,716.15,2163.41,16,3,0,0,0,0
70.01,885.27,765.69,14,1,1,0,1,1
73.25,866.68,267.75,11,6,3,1,0,1
53.73,445.56,236.05,15,1,1,1,1,1
72.65,204.47,1278.45,22,4,4,1,0,0
93.51,1279.43,2837.53,5,0,2,1,0,1
47.54,2026.08,653.19,1,2,4,1,1,1
4.64,346.63,770.22,1,0,1,1,1,1
33.44,136.34,302.67,15,4,0,1,0,0
4.04,1565.31,1816.71,1,3,5,1,1,1
26.17,538.82,2039.62,7,6,3,0,0,0
26.14,1687.13,1928.79,6,0,2,1,0,0
3.41,1414.24,2583.39,0,1,1,1,0,0
21.45,1913.34,1459.28,3,5,2,0,0,0
5.88,829.65,403.37,10,4,2,1,1,1
82.57,1409.89,868.22,19,0,1,1,0,0
147.53,1082.59,1987.29,6,5,2,0,0,0
3.75,1268.62,1839.37,17,0,1,0,1,1
155.18,1059.88,1593.01,3,3,1,1,1,1
36.97,422.35,2048.89,16,3,4,0,0,0
17.8,1038.52,1912.17,10,3,3,0,0,0
4.0,1065.88,2643.97,10,5,2,0,0,1
34.72,1657.82,1758.05,19,2,1,0,0,0
79.12,1552.81,2335.8,10,5,2,1,1,1
61.39,1392.34,746.12,14,4,2,0,0,0
2.58,238.22,2034.55,13,4,5,0,1,1
3.78,1447.81,2706.58,16,1,0,1,0,0
25.78,1031.39,1157.2,1,1,2,0,1,1
17.5,1806.76,2337.31,17,4,2,0,1,1
13.22,1853.76,2174.37,15,0,2,0,0,0
16.5,136.26,178.58,11,4,4,1,1,0
81.35,1724.43,1744.52,9,6,3,0,1,0
132.41,217.43,390.57,15,2,3,0,1,0
25.97,766.64,2901.96,2,1,1,0,1,0
118.28,1207.46,2434.22,7,1,2,0,0,0
19.39,324.11,329.17,21,6,1,0,1,0
32.35,1527.51,365.26,21,6,2,0,0,0
12.81,39.44,1783.42,23,5,0,1,1,1
51.15,396.66,1034.67,1,6,3,0,0,0
193.12,1358.91,104.72,21,1,1,1,0,0
46.25,1477.88,1624.92,0,4,1,1,1,0
22.14,1856.26,1163.54,13,1,3,1,0,0
52.18,1466.12,303.23,3,6,1,1,1,0
6.56,1353.4,2405.76,3,6,3,0,0,0
109.76,904.5,2745.23,8,6,2,0,1,0
34.97,47.53,2269.78,2,1,3,0,1,0
29.83,278.95,2467.27,4,6,4,0,0,0
44.08,1117.84,649.47,0,5,0,0,0,0
49.01,1402.52,790.72,21,4,0,0,1,0
3.72,844.44,625.58,18,0,1,1,1,0
57.38,1521.43,2295.19,0,6,5,0,1,0
13.85,1062.36,2843.75,9,1,3,0,1,0
62.58,220.19,2150.51,21,1,1,1,0,0
86.45,478.56,2644.4,11,6,2,0,0,0
81.47,1763.07,1916.1,9,1,4,1,0,0
40.2,1492.78,1162.98,1,6,2,0,0,0
36.72,1827.3,1277.28,15,2,1,0,1,0
7.71,251.65,225.96,7,4,2,1,1,0
74.66,2055.2,94.37,13,6,3,0,0,0
15.83,442.55,2086.43,14,1,1,0,1,0
34.33,67.77,1315.29,15,2,3,1,1,0
16.72,2011.59,1656.65,10,0,0,0,0,0
7.18,576.52,1672.98,11,0,3,0,0,1
49.65,1389.01,832.13,1,5,1,0,0,0
2.79,364.39,1427.68,3,6,0,0,0,0
69.04,1233.69,1412.28,2,5,2,1,0,1
19.11,1828.14,1165.28,8,5,2,1,0,1
0.01,647.17,2462.03,17,2,4,1,0,1
35.78,1379.59,1353.49,18,0,3,1,1,0
2.4,386.33,1810.93,6,5,2,1,1,0
16.16,1269.5,2686.56,3,3,2,0,1,1
61.38,740.92,2598.7,5,5,0,0,0,0
3.24,433.54,2671.27,18,0,1,1,0,1
91.42,724.65,810.01,0,3,2,1,0,0
0.19,366.08,104.95,15,2,2,0,1,0
14.17,1818.98,783.2,10,6,1,1,0,0
67.53,867.93,836.12,21,6,4,1,1,1
19.01,517.12,2728.08,3,3,1,0,0,0
5.37,907.7,1947.73,17,0,4,0,1,0
22.33,670.2,245.11,22,1,1,1,1,0
15.76,1507.15,406.14,4,3,2,1,0,1
92.48,2035.21,467.03,21,0,1,0,0,0
18.8,900.49,1891.27,5,5,1,1,1,1
77.78,1801.24,2206.24,1,1,1,1,1,1
111.22,1247.29,2578.93,11,2,4,0,0,0
28.44,351.34,2821.91,21,6,2,1,0,1
120.37,1504.71,605.11,8,2,1,1,0,0
23.69,1055.42,929.32,19,4,0,1,0,0
166.32,1471.03,720.97,11,2,2,0,1,1
4.68,1785.16,1076.28,12,4,4,0,0,0
58.08,944.54,2744.0,21,2,0,0,1,0
34.04,1837.38,1725.34,22,2,1,1,0,0
24.52,1528.35,2214.58,16,2,1,1,1,1
50.08,1032.4,1470.36,4,4,2,1,0,0
60.85,1271.26,86.57,19,5,2,0,1,0
0.22,658.13,192.59,12,4,1,1,0,0
9.13,1976.49,1613.77,12,3,1,0,0,0
62.42,1400.45,2156.37,9,0,6,1,0,1
54.89,152.15,645.99,14,0,1,1,0,0
169.14,829.12,2165.73,14,5,1,0,1,0
71.57,1321.97,2432.0,17,0,3,1,0,0
150.57,272.67,1235.69,17,2,0,1,0,0
60.62,118.15,2239.26,1,5,1,0,0,0
17.69,923.24,1212.09,22,0,1,1,0,0
5.57,677.62,2035.05,10,4,4,1,1,0
76.12,958.33,2291.99,12,3,1,1,0,1
51.66,584.42,2975.78,10,1,1,1,1,0
2.47,340.26,1036.19,3,3,3,0,0,0
22.32,1403.72,1233.12,14,0,0,1,0,0
157.1,1191.1,496.86,21,5,5,0,1,1
34.7,443.01,612.22,22,6,1,1,0,0
28.35,674.33,2080.19,10,0,4,1,0,1
30.6,1218.3,2751.14,17,4,2,1,0,1
11.72,165.46,1183.81,15,3,3,0,0,0
23.0,326.43,539.53,9,6,3,1,0,0
23.09,178.85,855.3,11,4,3,1,1,0
2.69,1629.2,1365.16,12,4,1,0,0,1
72.96,1580.25,871.95,8,1,1,0,0,0
26.94,1536.03,700.74,20,4,1,1,0,1
86.35,1521.84,2207.95,12,6,2,0,1,1
94.97,1437.05,23.53,5,4,3,0,1,0
11.91,971.12,1617.69,5,1,1,1,1,1
53.55,1341.68,2381.3,10,2,1,0,0,0
31.96,118.3,798.68,18,6,3,1,0,1
106.08,1352.79,1809.87,10,2,3,0,0,0
12.15,1570.13,2006.7,9,6,3,0,0,0
56.63,1062.34,1965.07,22,5,0,1,0,0
46.79,768.24,1337.55,14,1,4,1,1,0
17.5,579.58,1039.73,12,5,1,1,0,1
7.34,1296.52,2507.77,22,5,2,0,1,1
52.73,1441.4,2275.34,7,4,5,1,1,1
67.08,1810.31,963.77,4,5,0,1,1,0
18.96,710.2,309.06,1,0,3,1,0,1
51.76,1593.61,215.42,15,6,2,0,0,0
25.14,1152.24,282.83,12,3,4,1,1,0
62.45,1829.29,1748.61,18,0,3,1,1,1
11.11,1071.46,154.99,8,0,2,0,1,0
110.46,1150.54,1010.78,14,4,0,1,1,1
16.94,1176.92,2259.6,5,3,3,1,1,0
22.93,1524.07,883.04,7,5,1,1,0,0
2.99,1932.72,2289.92,23,3,1,1,1,0
5.91,162.3,2236.4,13,5,4,0,1,0
36.27,152.6,737.48,4,2,2,1,0,0
15.57,1891.3,2186.47,16,1,3,1,1,1
90.24,1154.69,2243.33,21,4,0,1,1,0
0.74,1234.4,1192.36,6,5,3,1,1,0
23.83,993.85,631.26,8,5,0,1,1,0
20.58,216.96,1563.81,15,3,3,0,0,0
0.98,1539.48,2764.19,17,4,3,1,0,0
6.64,1503.62,1918.85,12,6,3,1,1,0
26.69,656.98,518.77,17,5,6,1,1,1
33.95,653.37,2048.27,9,2,2,0,1,0
25.9,1703.2,1281.61,0,0,5,1,1,1
37.85,191.84,1774.59,20,5,4,0,0,0
45.21,1808.61,2202.19,17,3,2,1,0,1
0.5,521.26,1544.84,18,6,3,1,0,0
31.19,1221.23,2441.95,1,2,3,0,1,1
165.52,2038.15,2166.47,3,4,2,1,0,0
36.6,1396.06,1845.22,10,5,2,1,1,1
56.59,891.31,452.38,2,2,1,0,1,0
18.69,1400.86,2507.85,8,2,1,1,0,0
74.36,768.88,2807.72,9,6,2,1,1,0
74.12,635.86,410.9,1,2,1,1,0,1
36.83,2030.23,1464.72,6,2,3,0,0,0
186.51,1690.58,776.67,14,6,0,0,1,0
6.71,1299.7,2263.57,18,6,1,1,0,1
0.85,717.88,2164.89,9,6,2,1,1,0
73.52,181.35,422.66,23,2,3,0,1,1
82.29,154.09,2631.08,19,2,0,1,0,0
6.4,1119.22,542.92,13,1,1,1,0,1
15.43,1541.88,2391.78,3,4,3,0,0,0
0.89,1080.27,1370.94,10,0,0,0,0,0
17.36,1700.52,984.82,2,4,2,0,0,0
74.17,150.69,474.72,22,3,2,1,1,0
36.49,776.33,502.84,16,3,1,1,1,0
21.39,503.16,1985.67,6,6,2,0,0,0
23.24,923.31,1651.29,10,4,2,1,0,0
0.07,154.1,366.26,17,2,3,1,0,0
17.82,1926.54,338.09,13,1,4,1,1,0
51.99,506.27,216.93,13,0,0,1,1,1
182.86,2028.25,2231.3,5,5,0,0,1,0
93.89,951.42,2135.65,8,5,2,1,0,0
1.19,1972.38,175.29,21,2,1,0,1,0
114.41,1226.99,1680.81,2,4,2,1,0,1
76.44,1938.8,254.03,16,5,1,0,0,0
75.79,96.43,2711.24,11,4,1,0,0,0
30.62,1529.62,2721.35,3,1,2,1,1,1
25.38,1832.45,2094.7,19,1,4,0,1,1
18.04,306.08,2778.57,15,6,2,1,0,1
3.4,204.69,2434.36,23,4,1,1,0,0
12.95,867.85,2485.62,9,6,0,0,0,0
14.16,1882.18,1709.12,6,2,0,0,1,0
33.09,1122.44,918.18,9,6,1,0,1,0
68.81,1128.45,653.4,6,2,3,0,0,0
32.1,322.94,981.6,22,2,2,1,0,0
2.98,14.55,1885.49,17,5,3,1,0,0
158.25,1780.43,517.97,8,0,1,0,0,0
142.99,327.26,775.92,21,0,2,0,1,0
76.9,1348.26,1404.18,17,2,1,0,1,1
237.38,2067.47,699.15,16,4,2,1,1,1
39.32,464.54,1765.93,10,1,4,0,0,0
164.53,1498.42,2769.53,0,6,4,1,1,1
3.93,170.54,2244.27,16,3,3,1,1,1
22.76,1234.23,1999.28,3,1,5,0,1,0
12.77,348.99,1748.16,3,1,0,1,0,0
10.9,1485.45,1463.84,13,3,2,1,1,0
7.59,617.04,559.69,8,2,1,1,1,1
48.7,980.85,2684.13,12,1,1,0,0,0
76.01,1278.88,745.61,15,3,1,0,0,0
43.17,394.0,273.93,0,6,2,1,0,1
7.95,1493.81,2250.05,2,5,1,0,0,0
83.33,695.58,526.85,18,4,2,1,1,1
50.52,1378.64,1115.69,7,4,4,0,0,0
24.56,349.54,84.85,17,4,5,1,1,1
56.06,1435.41,411.2,5,2,2,0,0,0
15.05,280.14,519.61,19,1,0,0,0,0
21.17,877.63,163.23,5,1,4,1,1,1
124.74,626.68,1969.97,4,0,3,0,0,0
17.16,1516.43,2511.02,11,4,1,1,0,1
31.74,563.19,1119.95,8,2,2,0,1,0
110.43,1875.05,2623.73,8,3,2,0,1,1
61.5,1846.22,640.04,16,2,3,0,0,0
3.21,404.13,976.17,18,1,3,0,0,0
7.97,1239.52,452.21,16,6,4,1,0,0
0.39,184.95,1861.68,21,6,2,1,1,0
49.84,839.0,1259.61,15,6,2,1,1,1
